ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Gender,Married,Dependents,Education,Self_Employed,Property_Area,mobile_usage_score,transaction_stability_score,bank_balance,total_income,emi,income_to_emi_ratio,credit_utilization,stability_score,cibil_proxy_score,Approved
48206,62089,2046446,78,0,Male,No,0,Graduate,No,Semiurban,505,376,759739,110295,26236.48717948718,4.203718109340521,2.527290892497459,0.3177894736842105,157.65655172463698,1
135378,12480,2475913,124,1,Male,No,3+,Not Graduate,No,Rural,560,631,538980,147858,19967.040322580644,7.404732643332875,4.2037301775951645,0.7425263157894737,308.94161249287254,1
91510,26500,463179,223,0,Male,No,0,Not Graduate,Yes,Semiurban,672,519,615981,118010,2077.035874439462,56.78920246351979,0.6954838050935387,0.43073684210526314,205.56628853551302,1
26373,20954,1676662,301,1,Female,Yes,2,Graduate,No,Rural,444,377,498650,47327,5570.3056478405315,8.494777165626195,3.0559773990704455,0.5989473684210527,223.80355658435917,0
98223,123662,744822,73,0,Male,No,0,Graduate,Yes,Urban,554,331,701811,221885,10203.04109589041,21.74481638351714,0.9907037806044339,0.3143157894736842,184.9754474765046,1
49267,85112,1873748,86,1,Male,Yes,0,Not Graduate,No,Urban,895,721,382139,134379,21787.767441860466,6.16735207067435,4.3359844864731025,0.8862105263157896,363.05536913917217,0
60372,138853,1074779,318,1,Female,Yes,0,Not Graduate,No,Semiurban,838,724,437320,199225,3379.8081761006288,58.92821763989668,2.2054892062710336,0.8694736842105264,373.34757824326397,1
177614,65397,357117,124,1,Male,Yes,1,Not Graduate,No,Rural,921,665,643162,243011,2879.9758064516127,84.35023975411558,0.5151999099777541,0.8708421052631579,384.8037138234349,1
146395,30202,844793,84,1,Male,No,2,Graduate,No,Urban,743,737,413846,176597,10057.059523809523,17.557760478744246,1.8212790452003467,0.8449473684210527,357.8530449242097,0
39806,91287,1369626,270,0,Male,Yes,0,Graduate,No,Urban,678,767,195936,131093,5072.688888888889,25.837808125580334,5.569034220284952,0.5370526315789474,253.12437495115677,0
172496,139435,2005959,43,1,Male,No,0,Not Graduate,No,Rural,438,337,605861,311931,46650.20930232558,6.686450462163049,3.0585123982063274,0.5802105263157895,284.9821890023821,1
121246,79888,101516,313,0,Male,No,0,Graduate,Yes,Rural,403,322,300396,201134,324.33226837060704,618.2417778825285,0.28971791915432826,0.2628421052631579,159.11986762394605,1
176796,2679,2396348,316,1,Male,No,0,Graduate,Yes,Urban,650,518,84011,179475,7583.379746835443,23.66376763701545,17.881726126959727,0.7233684210526317,308.6527562063486,0
153208,45543,1641523,310,1,Female,No,0,Graduate,Yes,Rural,563,669,298187,198751,5295.235483870968,37.526843473118156,4.714486755680137,0.7594736842105263,329.224102514378,1
77774,138744,2194471,114,0,Male,No,3+,Graduate,No,Semiurban,811,886,43225,216518,19249.745614035088,11.247252669639135,23.539511933494236,0.6291578947368421,312.8273583690552,0
113950,77752,2328631,51,1,Male,Yes,0,Graduate,Yes,Semiurban,306,936,702578,191702,45659.43137254902,4.198427264864846,3.094205517567614,0.7907368421052632,341.9878569175063,1
113207,142789,426265,160,0,Male,Yes,0,Graduate,No,Semiurban,879,837,786961,255996,2664.15625,96.05290496570323,0.5093009112730462,0.63,323.0362715018829,1
148189,76390,279640,128,0,Female,No,0,Graduate,No,Rural,410,489,213305,224579,2184.6875,102.74982128048954,1.0620383205787964,0.3353684210526316,195.32722725207168,1
60955,1807,1952887,345,1,Male,Yes,0,Graduate,No,Urban,556,673,733036,62762,5660.542028985507,11.08567236252529,2.493993890446927,0.7589473684210526,293.62433269270286,0
76621,130957,510313,231,1,Female,Yes,0,Graduate,No,Rural,531,375,569161,207578,2209.147186147186,93.9204417249052,0.8242008136817403,0.625578947368421,276.0735123432313,1
60287,114452,412469,340,1,Male,No,2,Not Graduate,Yes,Urban,900,615,764528,174739,1213.144117647059,143.91948818945323,0.5063902038972263,0.8431578947368421,355.64404090676226,1
69786,107287,1197865,273,1,Male,Yes,1,Graduate,No,Semiurban,768,364,130149,177073,4387.783882783883,40.346712148350186,6.649301411609279,0.6957894736842105,295.82704164773236,1
44832,145530,2287783,260,1,Female,No,2,Graduate,Yes,Semiurban,323,945,49891,190362,8799.165384615384,21.63163891587702,22.902794045509605,0.7998947368421052,345.338790510951,0
21761,29429,1999234,50,1,Male,Yes,0,Graduate,No,Rural,854,593,736228,51190,39984.68,1.2802083145766183,2.542817096313029,0.8193684210526315,313.85985772504796,1
188903,135885,1318802,35,0,Male,No,1,Graduate,No,Rural,739,769,215441,324788,37680.05714285714,8.619397241660645,4.968343247652021,0.5571578947368422,311.55640302408443,0
28748,34893,531306,28,1,Female,Yes,2,Graduate,No,Rural,344,367,477070,63641,18975.214285714286,3.3537247757531046,1.0080368831464512,0.5631578947368421,213.80330983551042,1
179277,145606,874133,218,0,Male,No,2,Graduate,No,Semiurban,808,919,721233,324883,4009.7844036697247,81.00235946433412,1.1334227140176834,0.6421052631578947,346.4561502693253,1
15569,28714,1736809,82,1,Male,No,3+,Not Graduate,No,Urban,322,640,274326,44283,21180.59756097561,2.0906355090791533,5.355133415144022,0.6711578947368421,253.7856027473784,1
158811,82548,434712,356,1,Female,Yes,0,Graduate,No,Rural,576,346,71583,241359,1221.1011235955057,197.49511340755927,3.5754340656177264,0.627578947368421,285.4233722535623,0
75754,118401,1334792,58,1,Female,Yes,3+,Not Graduate,No,Semiurban,405,539,633027,194155,23013.655172413793,8.436146383488781,1.9542302134469063,0.6548421052631579,285.5268568393571,0
110767,11723,78932,341,1,Female,Yes,2,Graduate,Yes,Semiurban,307,437,361147,122490,231.47214076246334,526.9018455211736,0.19197999742184668,0.5809473684210527,236.75831652160826,1
67210,10005,846458,244,1,Female,Yes,2,Graduate,No,Semiurban,663,344,18129,77215,3469.090163934426,22.251583201645918,12.42434205698014,0.6542105263157895,253.18930043445164,1
105762,127468,657470,48,1,Male,Yes,1,Graduate,No,Urban,746,320,273033,233230,13697.291666666666,17.026210689289115,2.035302894750691,0.6703157894736842,300.0057895528997,1
98538,9064,1718658,32,1,Female,Yes,3+,Graduate,Yes,Semiurban,611,763,424032,107602,53708.0625,2.003423537694407,3.625615992169305,0.8142105263157895,327.9300324463882,1
113002,92074,2289349,149,1,Male,No,0,Not Graduate,No,Urban,522,864,703880,205076,15364.758389261746,13.346298620920393,3.0367551865018307,0.8286315789473684,359.87174805278255,1
87757,140733,408878,129,1,Male,Yes,2,Not Graduate,Yes,Urban,633,729,180973,228490,3169.5968992248063,72.06529472600714,1.7702415433838588,0.8068421052631578,356.2210322640401,0
114265,92210,2003292,121,0,Male,Yes,1,Graduate,No,Rural,398,751,414460,206475,16556.132231404958,12.470456665699984,4.313163673943935,0.4418947368421053,234.96118380111898,0
167709,72150,1657009,195,1,Female,Yes,2,Graduate,Yes,Rural,332,324,145117,239859,8497.482051282052,28.223746141090654,8.492386619310466,0.5412631578947369,250.68262627607504,1
95394,62588,2425994,57,1,Male,Yes,2,Not Graduate,No,Semiurban,402,415,232299,157982,42561.29824561404,3.7117826459542687,8.593703838837545,0.6016842105263158,254.02888734359308,1
81854,95724,2283201,57,1,Female,Yes,0,Graduate,No,Rural,335,322,211075,177578,40056.15789473684,4.433115311541666,8.745383510485492,0.5413684210526315,234.4835927934864,0
39374,85776,296865,253,0,Male,No,0,Graduate,No,Semiurban,799,933,419440,125150,1173.3794466403162,106.56691954038463,0.6323811349693251,0.6451578947368422,295.75123938835225,1
81547,75265,1870896,356,1,Male,No,0,Graduate,No,Urban,695,779,530843,156812,5255.3258426966295,29.83300592330696,3.221001199980029,0.8474736842105264,354.049105481153,1
38247,23036,1500837,107,1,Male,Yes,2,Graduate,No,Rural,421,921,89956,61283,14026.514018691589,4.368771253291262,10.723634570865128,0.8207368421052632,319.7640571589004,1
48763,99400,327053,336,1,Male,No,2,Not Graduate,No,Semiurban,670,888,60678,148163,973.3720238095239,152.05998979806895,2.9549955727425505,0.8854736842105264,367.7460641749616,1
191166,110965,680018,132,0,Male,Yes,2,Graduate,Yes,Rural,614,445,584962,302131,5151.651515151515,58.63602440638095,1.0709585770487053,0.38126315789473686,233.3293152827988,1
31541,106328,2321013,128,1,Male,Yes,2,Not Graduate,No,Semiurban,372,632,235146,137869,18132.9140625,7.602826368583382,8.139735433777783,0.6835789473684211,283.0145047801258,0
104175,11252,1380207,43,0,Male,No,1,Graduate,No,Semiurban,930,720,494670,115427,32097.837209302324,3.5959869588842603,2.534024271577285,0.5968421052631578,272.31842396228,0
169345,105432,879233,159,1,Male,Yes,0,Graduate,Yes,Urban,909,782,61392,274777,5529.767295597484,49.68153337760635,7.893143134156851,0.9163157894736842,412.0536716373414,1
191343,109467,835114,185,0,Male,Yes,1,Graduate,No,Rural,793,734,480567,300810,4514.12972972973,66.62267044495444,1.5740029063247432,0.5594736842105263,305.9351983252917,1
42142,27512,2102771,242,1,Male,No,2,Not Graduate,No,Urban,825,594,727518,69654,8689.136363636364,8.015294246873415,2.7044660059316956,0.8106315789473684,315.21968021059763,1
45261,127346,744490,67,1,Male,Yes,1,Graduate,Yes,Semiurban,655,302,350275,172607,11111.791044776119,15.532281611750344,1.8599462869277372,0.634,269.6886606240937,1
83930,78576,439277,77,0,Male,Yes,2,Not Graduate,No,Urban,822,910,462326,162506,5704.896103896104,28.48036435311844,0.8574169571718008,0.6427368421052632,304.3323772116946,1
117567,70870,1455920,162,1,Male,Yes,3+,Graduate,No,Semiurban,643,747,235395,188437,8987.160493827161,20.965023947827113,5.101420837786226,0.8175789473684212,350.1873331731757,1
192564,108410,2481649,36,1,Male,No,0,Graduate,No,Urban,407,843,228722,300974,68934.69444444444,4.366010996560805,8.903671041396086,0.7834736842105263,366.8029198854969,1
53427,76474,499129,61,1,Male,No,2,Not Graduate,Yes,Rural,408,443,52304,129901,8182.44262295082,15.87363729241371,4.878880591179231,0.6153684210526316,252.36386214771355,1
45413,81711,675532,230,1,Male,No,1,Not Graduate,No,Semiurban,855,369,383180,127124,2937.095652173913,43.26748174653206,1.559471813103098,0.7253684210526317,294.5654610947255,1
61839,46832,1199376,343,1,Male,Yes,0,Graduate,No,Urban,590,885,757626,108671,3496.723032069971,31.06906950710958,1.4850636309380827,0.8589473684210527,346.93350407967745,1
176749,139181,539543,211,0,Male,No,0,Not Graduate,No,Urban,774,823,92824,315930,2557.0758293838862,123.50298469302682,3.7776774211617097,0.5909473684210527,323.07391777836307,1
20560,145418,1644490,62,1,Male,Yes,0,Graduate,No,Urban,394,845,333243,165978,26524.032258064515,6.257409920756534,4.290985093008874,0.7802105263157895,330.3618239009184,0
85324,19564,671374,356,0,Male,Yes,0,Graduate,No,Semiurban,591,586,669647,104888,1885.8820224719102,55.58800113140696,0.9329212794606244,0.4333684210526315,203.74804272445465,0
37006,109968,364046,193,1,Male,Yes,1,Not Graduate,No,Rural,354,888,396737,146974,1886.2487046632125,77.87738819840818,0.8149000418590804,0.7856842105263158,327.93633286347335,1
44058,3500,690107,261,0,Female,No,0,Not Graduate,Yes,Urban,443,445,608337,47558,2644.088122605364,17.9797412394549,1.048257959069595,0.3272631578947368,145.6387314648922,1
184616,55348,2329955,80,1,Male,Yes,0,Graduate,No,Semiurban,370,792,300613,239964,29124.4375,8.238983534582099,6.645375385396434,0.7503157894736843,337.35997849449916,1
15307,145499,2340493,213,1,Male,No,1,Not Graduate,No,Urban,435,621,482055,160806,10988.230046948356,14.633054300710983,4.398968151788819,0.6988421052631579,294.93953177054243,0
74483,26221,1289025,38,1,Female,Yes,0,Graduate,No,Rural,694,407,790301,100704,33921.71052631579,2.968630703076576,1.534003886702503,0.6905263157894737,274.2081219445835,0
184353,56549,1031121,229,1,Male,Yes,2,Not Graduate,No,Rural,303,766,478303,240902,4502.711790393013,53.489657245358025,1.9517606373615142,0.7182105263157894,324.6793249790878,0
127503,32936,2057843,82,1,Male,No,0,Not Graduate,Yes,Rural,425,534,636937,160439,25095.646341463416,6.392846192159578,2.995679370888451,0.6590526315789473,278.36892925471716,0
28274,109233,525946,328,1,Female,No,0,Not Graduate,No,Urban,749,403,554871,137507,1603.4939024390244,85.70116707266557,0.8695176326853163,0.7062105263157894,289.9702047508922,0
101027,69588,1652068,31,0,Male,Yes,3+,Not Graduate,No,Semiurban,397,760,76608,170615,53292.51612903226,3.2014213433940704,13.048685707064324,0.44536842105263164,227.06974996599064,1
194625,88967,1716126,239,1,Female,No,2,Not Graduate,No,Rural,661,801,128302,283592,7180.443514644351,39.48955379537569,9.624827539792038,0.8460000000000001,386.67495549837474,1
89083,141385,1789502,60,1,Male,Yes,1,Graduate,No,Urban,863,510,486540,230468,29825.033333333333,7.727075116704534,3.3352629813247847,0.7872631578947369,347.1612959596866,0
112796,78157,583966,251,1,Male,No,2,Graduate,No,Semiurban,807,928,278497,190953,2326.5577689243028,82.04006901545145,1.7776905116332873,0.9455789473684211,403.017744426081,0
113398,110121,1804520,183,0,Male,Yes,0,Graduate,No,Rural,379,761,387707,223519,9860.765027322404,22.66521250310993,4.122666532634844,0.4401052631578947,238.77610009464735,1
137182,14686,1549379,348,1,Male,Yes,2,Not Graduate,No,Rural,395,314,386717,151868,4452.2385057471265,34.102821980903734,3.547787239791444,0.5569473684210526,233.88620673935506,1
49639,32286,2193994,238,1,Female,Yes,0,Graduate,Yes,Semiurban,758,518,634681,81925,9218.46218487395,8.886093175197518,3.20440321843311,0.7574736842105263,296.74124280376157,0
170341,142028,477259,141,0,Male,Yes,0,Not Graduate,No,Semiurban,525,933,792658,312369,3384.8156028368794,92.25812526183493,0.5663733092191613,0.5586315789473684,310.27128682780835,1
197891,128934,1553333,42,0,Male,Yes,0,Graduate,No,Rural,571,415,797852,326825,36984.119047619046,8.836662106703146,1.832080363082236,0.3550526315789474,229.1370360615121,1
41372,98501,2082615,219,1,Male,Yes,2,Not Graduate,No,Urban,609,919,63771,139873,9509.657534246575,14.706974727702736,18.305323852299797,0.8792631578947367,363.38654140604876,0
166386,56730,731632,165,1,Female,No,0,Graduate,No,Rural,676,636,595445,223116,4434.133333333333,50.306492100951495,1.1335311296857207,0.7812631578947369,343.92111967536243,1
166128,29970,1872257,30,1,Male,Yes,0,Not Graduate,No,Semiurban,591,738,580232,196098,62408.566666666666,3.1421144301060684,2.970742520214778,0.7973684210526315,344.10800312886226,1
152198,127758,293798,214,0,Female,Yes,0,Not Graduate,No,Rural,315,746,691943,279956,1372.8878504672898,203.76917948927255,0.39598459719951534,0.4135789473684211,242.85278724894567,1
83612,117795,1809343,85,1,Male,Yes,2,Graduate,No,Rural,361,632,341405,201407,21286.38823529412,9.461329768302468,4.622687497604783,0.6801052631578948,298.19098339184876,1
101720,36254,1535314,93,1,Female,No,0,Graduate,No,Semiurban,300,636,402108,137974,16508.752688172044,8.357120945781801,3.3959009794119988,0.6625263157894736,274.7418569985499,1
170254,88474,521751,15,1,Male,Yes,1,Graduate,Yes,Urban,472,668,361329,258728,34783.4,7.438046940582559,1.2684517746135089,0.7303157894736843,333.29795017554625,1
43282,92799,212564,141,1,Male,Yes,0,Not Graduate,No,Urban,831,717,298878,136081,1507.5460992907801,90.20672292611833,0.6092788883219922,0.8643157894736841,354.798735574961,1
168317,71619,1876447,87,1,Male,No,2,Not Graduate,No,Rural,931,779,197468,239936,21568.35632183908,11.123929542443674,7.582584414954661,0.9219999999999999,405.20268456958604,0
185323,139000,641168,36,0,Male,Yes,0,Graduate,No,Semiurban,609,584,514623,324323,17810.222222222223,18.208913231982333,1.1355683349774983,0.4382105263157895,262.81027177106336,1
141145,18615,1268742,163,1,Male,No,3+,Graduate,No,Urban,317,583,13388,159760,7783.693251533742,20.522324366284316,20.01549189120969,0.645578947368421,273.2670515755746,0
78156,38684,198732,88,1,Male,Yes,0,Graduate,No,Rural,346,805,599534,116840,2258.318181818182,51.714716829292826,0.3059608888834149,0.7482105263157894,304.561506673073,1
118442,14254,2410562,58,1,Female,No,0,Graduate,No,Rural,829,792,673247,132696,41561.41379310345,3.1926923364113797,3.332971999883857,0.895263157894737,366.79195215243146,0
24269,103938,1394774,174,0,Female,Yes,0,Not Graduate,No,Rural,523,722,182027,128207,8015.942528735633,15.992006870507,6.011257310571614,0.4691578947368421,225.1225796904713,1
187383,96601,2332371,34,1,Female,No,0,Graduate,No,Semiurban,873,599,170897,283984,68599.14705882352,4.139699580475947,10.55863592534077,0.8278947368421052,377.92707044715814,0
78344,148096,442828,356,1,Female,No,0,Not Graduate,No,Rural,629,673,402709,226440,1243.8988764044943,181.89429221271527,0.9781736170475956,0.782,345.3870127614741,1
25563,81347,554193,175,0,Female,Yes,0,Not Graduate,Yes,Rural,871,671,677067,106910,3166.8171428571427,33.74879141653198,0.7622309910916051,0.5575789473684211,254.14976830210745,1
161974,22589,1545497,358,1,Male,Yes,2,Not Graduate,No,Urban,388,582,91032,184563,4317.030726256983,42.74240080732022,10.958484599239888,0.667578947368421,288.42816656198534,0
136648,67632,1531012,318,1,Male,Yes,1,Graduate,Yes,Rural,857,416,345525,204280,4814.503144654088,42.4213200289944,3.8708349661841854,0.7457894736842106,323.13939218739597,0
130201,13260,1987619,352,1,Female,Yes,0,Graduate,No,Semiurban,655,648,173082,143461,5646.644886363636,25.401915822715726,8.90981343183224,0.7796842105263158,322.6462057841982,1
25007,100636,2323739,200,1,Female,No,0,Not Graduate,No,Rural,584,587,681625,125643,11618.695,10.812934418674502,3.1761339484025286,0.7315789473684211,298.4546645662864,0
153905,101129,2063607,159,1,Female,Yes,0,Not Graduate,Yes,Rural,643,333,705487,255034,12978.66037735849,19.648742153906984,2.7314924015899678,0.6432631578947368,295.08567308165436,0
132903,128647,393538,262,1,Female,No,0,Not Graduate,No,Semiurban,512,921,67367,261550,1502.0534351145038,174.01244286439817,3.3530549473020526,0.8494736842105264,383.3080736078589,0
161822,50960,808381,40,1,Male,No,0,Graduate,Yes,Urban,691,733,115785,212782,20209.525,10.528276727101348,4.876080465663359,0.8268421052631578,360.0791403877937,0
168056,46518,2288866,304,0,Female,No,0,Graduate,No,Urban,800,373,125819,214574,7529.164473684211,28.495260727687327,13.018308601459456,0.40968421052631576,221.17095158223174,0
54211,10686,1394938,124,1,Female,No,0,Not Graduate,No,Urban,826,432,649078,64897,11249.5,5.768365850406648,1.9953967940630373,0.7427368421052631,285.7554944673264,1
